0.93 	1.48 
0.65 	1.87 
0.84 	1.93 
0.96 	1.48 
0.89 	1.34 
0.46 	1.27 
0.95 	1.90 
0.72 	1.26 
0.93 	1.88 
0.95 	1.91 
0.61 	1.13 
0.71 	1.48 
0.66 	1.79 
0.01 	1.65 
0.97 	1.30 
0.62 	1.94 
0.42 	1.34 
0.81 	1.33 
0.21 	1.61 
0.30 	1.18 
0.41 	1.44 
0.35 	1.14 
0.63 	1.74 
0.63 	1.42 
0.27 	1.71 
0.63 	1.48 
0.78 	1.66 
0.71 	1.95 
0.45 	1.87 
0.80 	1.04 
0.86 	1.11 
0.83 	1.77 
0.31 	1.13 
0.60 	1.29 
0.12 	1.11 
0.01 	1.07 
0.59 	1.68 
0.11 	1.55 
0.95 	1.06 
0.19 	1.86 
0.63 	1.45 
0.99 	1.84 
0.96 	1.75 
0.78 	1.89 
0.07 	1.74 
0.36 	1.26 
0.42 	1.36 
0.15 	1.25 
0.83 	1.46 
0.90 	1.98 
0.44 	1.85 
0.82 	1.13 
0.09 	1.14 
0.25 	1.13 
0.98 	1.92 
0.34 	1.46 
0.58 	1.91 
0.45 	1.11 
0.92 	1.70 
0.01 	1.06 
0.19 	1.88 
0.47 	1.73 
0.74 	1.45 
0.75 	1.09 
0.08 	1.70 
0.65 	1.12 
0.43 	1.35 
0.95 	1.61 
0.19 	1.04 
0.64 	1.57 
0.54 	1.22 
0.19 	1.07 
0.06 	1.95 
0.36 	1.86 
0.35 	1.24 
0.35 	1.13 
0.45 	1.54 
0.31 	1.05 
0.13 	1.29 
0.91 	1.02 
0.08 	1.23 
0.74 	1.92 
0.36 	1.77 
0.30 	1.12 
0.56 	1.82 
0.37 	1.74 
0.96 	1.17 
0.59 	1.75 
0.23 	1.36 
0.54 	1.03 
0.48 	1.24 
0.67 	1.56 
0.52 	1.77 
0.68 	1.31 
0.01 	1.68 
0.24 	1.73 
0.91 	1.58 
0.04 	1.97 
0.68 	1.93 
0.90 	1.25 
0.34 	1.01 
0.15 	1.18 
0.05 	1.95 
0.52 	1.41 
0.65 	1.15 
0.14 	1.31 
0.05 	1.21 
0.50 	1.18 
0.55 	1.72 
0.77 	1.34 
0.43 	1.41 
0.47 	1.29 
0.60 	1.89 
0.03 	1.80 
0.53 	1.97 
0.42 	1.34 
0.29 	1.63 
0.98 	1.76 
0.28 	1.96 
0.13 	1.81 
0.05 	1.02 
0.68 	1.35 
0.10 	1.09 
0.60 	1.84 
0.48 	2.00 
0.50 	1.58 
0.25 	1.25 
0.39 	1.05 
0.24 	1.87 
0.10 	1.38 
0.06 	1.28 
0.81 	1.86 
0.13 	1.64 
0.04 	1.66 
0.41 	1.88 
0.49 	1.29 
0.52 	1.26 
0.25 	1.10 
0.17 	1.21 
0.51 	1.94 
0.16 	1.96 
0.06 	1.62 
0.92 	1.79 
0.44 	1.04 
0.88 	1.48 
0.89 	1.73 
0.53 	1.71 
0.52 	1.17 
0.20 	1.98 
0.65 	1.95 
0.35 	1.85 
0.74 	1.75 
0.38 	1.89 
0.99 	1.93 
0.40 	1.50 
0.34 	1.93 
0.66 	1.05 
0.93 	1.50 
0.28 	1.82 
0.78 	1.24 
0.94 	1.06 
0.79 	1.17 
0.62 	1.92 
0.32 	1.37 
0.92 	1.17 
0.73 	1.88 
0.01 	1.07 
0.77 	1.23 
0.41 	1.19 
0.90 	1.48 
0.29 	1.33 
0.17 	2.00 
0.21 	1.70 
0.68 	1.37 
0.92 	1.83 
0.90 	1.70 
0.53 	1.60 
0.45 	1.92 
0.85 	1.97 
0.36 	1.87 
0.98 	1.76 
0.84 	1.90 
0.65 	1.10 
0.44 	1.82 
0.22 	1.69 
0.68 	1.60 
0.22 	1.60 
0.89 	1.27 
0.91 	1.58 
0.35 	1.64 
0.80 	1.98 
0.47 	1.24 
0.10 	1.64 
0.97 	1.16 
0.71 	1.19 
0.90 	1.24 
0.44 	1.86 
0.04 	1.69 
0.86 	1.01 
0.29 	1.20 
0.44 	1.70 
0.41 	1.43 
0.90 	1.25 
0.42 	1.68 
0.45 	1.00 
0.09 	1.28 
0.37 	1.10 
0.68 	1.79 
0.23 	1.67 
0.04 	1.56 
0.49 	1.56 
0.61 	1.45 
0.33 	1.37 
0.75 	1.37 
0.63 	1.38 
0.01 	1.95 
0.06 	1.05 
0.77 	1.47 
0.05 	1.28 
0.55 	1.29 
0.76 	1.32 
0.67 	1.14 
0.27 	1.80 
0.27 	1.55 
0.33 	1.72 
0.34 	1.73 
0.58 	1.51 
0.31 	1.04 
0.06 	1.05 
0.39 	1.86 
0.39 	1.87 
0.30 	1.25 
0.74 	1.96 
0.60 	1.34 
0.27 	1.83 
0.66 	1.10 
0.51 	1.68 
0.51 	1.44 
0.12 	1.80 
0.59 	1.10 
0.11 	1.07 
0.49 	1.16 
0.78 	1.71 
0.76 	1.42 
0.93 	1.12 
0.29 	1.99 
0.40 	1.05 
0.61 	1.17 
0.76 	1.95 
0.72 	1.32 
0.51 	1.92 
0.39 	1.44 
0.51 	1.74 
0.71 	1.18 
0.93 	1.25 
0.45 	1.27 
0.59 	1.19 
0.00 	1.69 
0.54 	1.30 
0.17 	1.52 
0.48 	1.79 
0.59 	1.70 
0.97 	1.57 
0.42 	1.95 
0.66 	1.06 
0.97 	1.72 
0.94 	1.03 
0.17 	1.77 
0.78 	1.22 
0.19 	1.08 
0.62 	1.38 
0.54 	1.54 
0.76 	1.14 
0.92 	1.89 
0.32 	1.30 
0.33 	1.51 
0.52 	1.01 
0.76 	1.12 
0.28 	1.32 
0.88 	1.06 
0.89 	1.73 
0.95 	1.37 
0.54 	1.95 
0.88 	1.61 
0.07 	1.07 
0.81 	1.66 
0.82 	1.21 
0.26 	1.16 
0.38 	1.53 
0.52 	1.54 
0.60 	1.54 
0.12 	1.55 
0.96 	1.89 
0.03 	1.59 
0.25 	1.92 
0.27 	1.08 
0.05 	1.53 
0.46 	1.21 
0.51 	1.39 
0.62 	1.17 
0.87 	1.13 
0.10 	1.17 
0.82 	1.64 
0.09 	1.45 
0.78 	1.76 
0.86 	1.61 
0.33 	1.67 
0.04 	1.83 
0.37 	1.30 
0.25 	1.39 
0.41 	1.40 
0.41 	1.63 
0.58 	1.80 
0.09 	1.12 
0.78 	1.74 
0.22 	1.54 
0.82 	1.67 
0.13 	1.97 
0.64 	1.76 
0.35 	1.54 
0.39 	1.16 
0.11 	10.48 
0.75 	10.29 
0.99 	10.79 
0.99 	10.75 
0.27 	10.16 
0.38 	10.76 
0.82 	10.15 
0.79 	10.37 
0.68 	10.65 
0.99 	10.71 
0.96 	10.25 
1.00 	10.02 
0.64 	10.41 
0.51 	10.48 
0.63 	10.51 
0.42 	10.07 
0.51 	10.50 
0.65 	10.47 
0.38 	10.96 
0.34 	10.49 
0.85 	10.74 
0.88 	10.06 
0.68 	10.60 
0.19 	10.72 
0.67 	10.22 
0.27 	10.63 
0.16 	10.97 
0.82 	10.22 
0.44 	10.94 
0.73 	10.67 
0.08 	10.08 
0.74 	10.43 
0.10 	10.78 
0.34 	10.42 
0.84 	10.32 
0.90 	10.84 
0.30 	10.65 
0.99 	10.03 
0.07 	10.58 
0.48 	10.29 
0.20 	10.29 
0.04 	10.36 
0.16 	10.98 
0.72 	10.35 
0.95 	10.02 
0.73 	10.11 
0.56 	10.45 
0.88 	10.70 
0.56 	10.48 
0.18 	10.77 
0.53 	10.29 
0.80 	10.68 
0.91 	10.87 
0.97 	10.16 
0.36 	10.89 
0.90 	10.29 
0.60 	10.76 
0.78 	10.40 
0.52 	10.28 
0.53 	10.21 
0.35 	10.01 
0.88 	10.39 
0.18 	10.16 
0.48 	10.46 
0.48 	10.09 
0.12 	10.15 
0.22 	10.43 
0.04 	10.80 
0.78 	10.79 
0.55 	10.59 
0.55 	10.23 
0.03 	10.94 
0.95 	10.20 
0.77 	10.01 
0.09 	10.06 
0.72 	10.77 
0.15 	10.00 
0.92 	10.76 
0.59 	10.99 
0.86 	10.35 
0.00 	10.94 
0.34 	10.58 
0.71 	10.42 
0.56 	10.73 
0.83 	10.57 
0.40 	10.31 
0.57 	10.81 
0.91 	10.91 
0.44 	10.19 
0.88 	10.32 
0.81 	10.25 
0.19 	10.38 
0.26 	10.48 
0.78 	10.47 
0.54 	10.09 
0.78 	10.03 
0.97 	10.48 
0.50 	10.90 
0.00 	10.84 
0.14 	10.88 
0.42 	10.95 
0.28 	10.05 
0.54 	10.21 
0.45 	10.13 
0.29 	10.60 
0.37 	10.74 
0.19 	10.57 
0.27 	10.73 
0.55 	10.64 
0.70 	10.64 
0.86 	10.69 
0.29 	10.33 
0.90 	10.41 
0.32 	10.97 
0.51 	10.30 
0.65 	10.71 
0.78 	10.77 
0.29 	10.54 
0.05 	10.10 
0.76 	10.27 
0.02 	10.97 
0.87 	10.98 
0.14 	10.92 
0.97 	10.76 
0.10 	10.15 
0.77 	10.77 
0.06 	10.10 
0.06 	10.97 
0.53 	10.42 
0.03 	10.11 
0.63 	10.49 
0.42 	10.55 
0.86 	10.36 
0.13 	10.18 
0.61 	10.83 
0.87 	10.29 
0.03 	10.77 
0.95 	10.32 
0.73 	10.84 
0.54 	10.73 
0.57 	10.26 
0.84 	10.96 
0.80 	10.72 
0.05 	10.18 
0.87 	10.81 
0.27 	10.37 
0.46 	10.02 
0.41 	10.11 
0.77 	10.06 
0.05 	10.44 
0.77 	10.80 
0.90 	10.14 
0.81 	10.70 
0.17 	10.47 
0.58 	10.24 
0.37 	10.70 
0.34 	10.42 
0.30 	10.22 
0.68 	10.73 
0.06 	10.22 
0.84 	10.98 
0.27 	10.34 
0.51 	10.88 
0.67 	10.16 
0.23 	10.98 
0.49 	10.33 
0.50 	10.77 
0.68 	10.37 
0.90 	10.17 
0.00 	10.88 
0.94 	10.36 
0.83 	10.00 
0.83 	10.48 
0.44 	10.94 
0.96 	10.49 
0.32 	10.24 
0.19 	10.99 
0.52 	10.24 
0.50 	10.94 
0.22 	10.43 
0.92 	10.01 
0.41 	10.42 
0.76 	10.25 
0.74 	10.89 
0.73 	10.50 
0.20 	10.49 
0.43 	10.88 
0.07 	10.71 
0.46 	10.22 
0.08 	10.58 
0.52 	10.66 
0.87 	10.32 
0.63 	10.25 
0.18 	10.25 
0.29 	10.53 
0.80 	10.55 
0.86 	10.09 
0.37 	10.87 
0.78 	10.82 
0.94 	10.97 
0.47 	10.23 
0.14 	10.55 
0.79 	10.82 
0.98 	10.51 
0.20 	10.72 
0.18 	10.98 
0.24 	10.90 
0.84 	10.44 
0.41 	10.56 
0.27 	10.17 
0.76 	10.57 
0.62 	10.47 
0.81 	10.51 
0.29 	10.10 
0.59 	10.59 
0.61 	10.41 
0.55 	10.36 
0.52 	10.33 
0.15 	10.64 
0.76 	10.62 
0.49 	10.17 
0.79 	10.42 
0.17 	10.76 
0.36 	10.29 
0.15 	10.53 
0.48 	10.44 
0.44 	10.40 
0.72 	10.95 
0.67 	10.00 
0.31 	10.06 
0.60 	10.61 
0.42 	10.87 
0.38 	10.26 
0.43 	10.78 
0.23 	10.01 
0.30 	10.13 
0.85 	10.52 
0.06 	10.96 
0.69 	10.59 
0.37 	10.21 
0.32 	10.76 
0.64 	10.27 
0.17 	10.26 
0.60 	10.29 
0.67 	10.02 
0.93 	10.66 
0.46 	10.26 
0.88 	10.62 
0.61 	10.04 
0.34 	10.77 
0.15 	10.67 
0.13 	10.23 
0.53 	10.71 
0.91 	10.84 
0.42 	10.50 
0.93 	10.68 
0.39 	10.97 
0.66 	10.18 
0.36 	10.51 
0.51 	10.62 
0.86 	10.90 
0.49 	10.54 
0.55 	10.22 
0.85 	10.29 
0.86 	10.16 
0.53 	10.22 
0.14 	10.67 
0.14 	10.68 
0.11 	10.38 
0.76 	10.41 
0.12 	10.03 
0.40 	10.09 
0.99 	10.90 
0.34 	10.66 
0.29 	10.71 
0.74 	10.85 
0.62 	10.89 
0.49 	10.45 
0.57 	10.81 
0.67 	10.73 
0.39 	10.56 
0.07 	10.85 
0.89 	10.84 
0.32 	10.91 
0.23 	10.00 
0.86 	10.98 
0.35 	10.87 
0.95 	10.44 
0.64 	10.26 
0.39 	10.63 
0.12 	10.91 
0.85 	10.44 
0.50 	10.24 
0.40 	10.27 
1.00 	10.53 
0.00 	10.09 
0.07 	10.05 
0.27 	10.14 
0.67 	10.20 
0.75 	10.44 
0.61 	10.20 
0.87 	10.83 
0.89 	10.51 
0.19 	10.15 
0.84 	10.84 
0.18 	10.87 
0.24 	10.75 
0.96 	10.26 
0.93 	10.58 
0.91 	10.69 
0.41 	10.00 
0.26 	10.62 
0.35 	10.01 
0.15 	10.61 
0.10 	10.37 
0.13 	10.38 
0.96 	10.54 
0.34 	10.48 
0.76 	10.33 
0.04 	10.18 
0.98 	10.47 
0.29 	10.81 
0.17 	10.91 
0.11 	10.12 
0.97 	10.10 
0.57 	10.79 
0.11 	10.02 
0.50 	10.24 
0.89 	10.31 
0.64 	10.36 
0.48 	10.47 
0.51 	10.92 
0.34 	10.08 
0.26 	10.11 
0.70 	10.98 
0.72 	10.35 
0.81 	10.08 
0.32 	10.92 
0.00 	10.09 
0.93 	10.57 
0.34 	10.92 
1.00 	10.96 
0.35 	10.81 
0.69 	10.34 
0.90 	10.84 
0.03 	10.63 
0.24 	10.25 
0.12 	10.06 
0.99 	10.67 
0.26 	10.96 
0.55 	10.74 
0.22 	10.05 
0.92 	10.31 
0.02 	10.53 
0.84 	10.20 
0.33 	10.70 
0.96 	10.36 
0.35 	10.93 
0.30 	10.02 
0.90 	10.83 
0.23 	10.28 
0.83 	10.05 
0.54 	10.28 
0.76 	10.54 
0.68 	10.99 
0.55 	10.08 
0.57 	10.60 
0.37 	10.30 
0.99 	10.07 
0.43 	10.73 
0.91 	10.76 
0.31 	10.33 
0.69 	10.63 
0.84 	10.23 
0.83 	10.74 
0.83 	10.67 
0.41 	10.65 
0.57 	10.77 
0.79 	10.68 
0.82 	10.21 
0.11 	10.23 
0.86 	10.03 
0.50 	10.47 
0.63 	10.75 
0.24 	10.95 
0.62 	10.84 
0.25 	10.02 
0.56 	10.42 
0.25 	10.90 
0.21 	10.21 
0.73 	10.30 
0.94 	10.99 
0.73 	10.67 
0.20 	10.19 
0.66 	10.23 
0.18 	10.85 
0.51 	10.75 
0.73 	10.42 
0.02 	10.38 
0.12 	10.35 
0.80 	10.79 
0.01 	10.10 
0.82 	10.96 
0.55 	10.78 
0.31 	10.83 
0.87 	10.93 
0.43 	10.05 
0.24 	10.42 
0.20 	10.08 
0.77 	10.36 
0.18 	10.69 
0.99 	10.53 
0.22 	10.75 
0.23 	10.07 
0.40 	10.94 
0.98 	10.97 
0.22 	10.50 
0.48 	10.56 
0.30 	10.81 
0.80 	10.59 
0.42 	10.60 
0.22 	10.38 
0.22 	10.48 
0.81 	10.74 
0.97 	10.42 
0.43 	10.31 
0.91 	10.54 
0.66 	10.36 
0.28 	10.57 
0.58 	10.04 
0.51 	10.24 
0.89 	10.83 
0.13 	10.50 
0.58 	10.98 
0.39 	10.40 
0.96 	10.56 
0.65 	10.56 
0.42 	10.02 
0.30 	10.93 
0.24 	10.50 
0.68 	10.33 
0.09 	10.41 
0.31 	10.49 
0.89 	10.84 
0.89 	10.92 
0.34 	10.59 
0.67 	10.42 
0.07 	10.20 
0.15 	10.50 
0.03 	10.72 
0.46 	10.95 
0.67 	10.06 
0.38 	10.34 
0.58 	10.85 
0.89 	10.15 
0.26 	10.75 
0.29 	10.44 
0.28 	10.24 
0.49 	10.58 
0.93 	10.80 
0.56 	10.17 
0.57 	10.55 
0.63 	10.15 
0.18 	10.06 
0.63 	10.51 
0.47 	10.57 
0.38 	10.03 
0.08 	10.35 
0.69 	10.24 
0.21 	10.50 
0.72 	10.22 
0.18 	10.53 
0.39 	10.88 
0.27 	10.95 
0.02 	10.62 
0.69 	10.49 
0.92 	10.61 
0.17 	10.35 
0.82 	10.24 
0.57 	10.61 
0.89 	10.14 
0.04 	10.29 
0.70 	10.81 
0.87 	10.38 
0.70 	10.82 
0.41 	10.26 
0.20 	10.46 
0.94 	10.88 
0.64 	10.34 
0.86 	10.55 
0.53 	10.22 
0.47 	10.18 
0.69 	10.66 
0.37 	10.39 
0.95 	10.44 
0.51 	10.12 
0.07 	10.63 
0.19 	10.10 
0.25 	10.28 
0.87 	3.37 
0.05 	4.41 
0.06 	1.53 
0.93 	3.63 
0.10 	6.95 
0.04 	0.17 
0.16 	9.33 
0.94 	13.80 
0.48 	11.02 
0.59 	7.03 
0.73 	13.61 
0.04 	12.73 
0.31 	3.04 
0.28 	5.15 
0.06 	9.29 
0.04 	9.03 
0.92 	5.07 
0.20 	2.06 
0.36 	5.96 
0.98 	11.28 
0.48 	11.14 
0.05 	5.90 
0.59 	7.43 
0.82 	4.02 
0.13 	4.68 
0.08 	4.54 
0.27 	11.80 
0.03 	3.38 
0.33 	14.21 
0.63 	7.06 
0.62 	14.51 
0.01 	11.07 
0.85 	10.57 
0.08 	13.26 
0.66 	5.25 
0.65 	3.16 
0.91 	1.41 
0.31 	0.22 
0.42 	0.14 
0.47 	0.36 
0.68 	8.92 
0.17 	8.33 
0.66 	4.85 
0.52 	6.54 
0.01 	10.61 
0.87 	5.34 
0.93 	6.50 
0.21 	8.50 
0.10 	5.98 
0.04 	12.02 
0.29 	9.30 
0.21 	3.86 
0.03 	5.96 
0.95 	6.38 
0.74 	11.23 
0.03 	13.04 
0.69 	13.03 
0.69 	2.66 
0.02 	0.62 
0.14 	9.43 
0.96 	0.30 
0.96 	12.45 
0.95 	14.96 
0.32 	5.36 
0.39 	1.18 
0.12 	10.53 
0.69 	6.59 
0.32 	0.25 
0.68 	6.73 
0.72 	1.90 
0.31 	13.32 
0.29 	6.76 
0.95 	13.68 
0.57 	3.76 
0.94 	0.40 
0.56 	0.73 
0.34 	5.13 
0.26 	13.34 
0.17 	1.35 
0.73 	13.40 
0.62 	8.84 
0.81 	10.16 
0.56 	9.21 
0.23 	6.66 
0.48 	1.21 
0.68 	10.47 
0.67 	12.78 
0.91 	2.94 
0.41 	10.56 
0.31 	14.21 
0.33 	1.47 
0.75 	5.48 
0.12 	12.22 
0.99 	11.45 
0.09 	2.92 
0.81 	14.86 
0.94 	13.10 
1.00 	5.05 
0.24 	5.94 
0.16 	3.02 
0.06 	4.17 
0.62 	10.66 
0.50 	6.87 
0.78 	2.22 
0.73 	10.01 
0.17 	8.60 
0.82 	10.66 
0.51 	0.33 
0.66 	6.97 
0.27 	3.80 
0.53 	13.86 
0.72 	0.29 
0.37 	2.67 
0.22 	13.02 
0.35 	13.04 
0.47 	7.73 
0.84 	14.17 
0.68 	14.29 
0.41 	6.39 
0.45 	13.54 
0.56 	0.58 
0.04 	10.78 
0.42 	6.40 
0.37 	4.80 
0.39 	1.84 
0.44 	3.24 
0.86 	1.31 
0.84 	11.28 
0.79 	1.10 
0.81 	12.03 
0.91 	7.45 
0.40 	8.10 
0.56 	11.97 
0.56 	8.87 
0.27 	11.88 
0.26 	6.91 
0.88 	9.78 
0.82 	9.00 
0.35 	2.86 
0.25 	11.51 
0.01 	9.91 
0.84 	2.31 
0.54 	8.36 
0.11 	5.21 
0.27 	12.52 
0.36 	6.58 
0.59 	5.08 
0.75 	4.27 
0.21 	11.17 
0.45 	9.51 
0.09 	10.68 
0.03 	8.63 
0.90 	4.26 
0.26 	6.93 
0.86 	10.99 
0.35 	5.40 
0.18 	3.32 
0.60 	4.97 
0.62 	6.59 
0.71 	3.03 
0.97 	12.90 
0.20 	5.42 
0.84 	14.76 
0.65 	6.03 
0.39 	6.05 
0.98 	12.02 
0.14 	7.49 
0.10 	2.90 
0.03 	8.07 
0.87 	13.85 
0.28 	7.49 
0.38 	5.40 
0.29 	1.74 
0.47 	7.93 
0.44 	8.56 
0.35 	9.91 
0.87 	1.20 
0.28 	6.36 
0.75 	11.58 
0.24 	3.32 
0.39 	13.08 
0.90 	2.79 
0.19 	1.77 
0.21 	6.26 
0.72 	8.49 
0.23 	11.51 
0.70 	1.19 
0.10 	14.43 
0.66 	2.39 
0.09 	12.14 
0.01 	7.59 
0.35 	11.71 
0.73 	13.07 
0.66 	4.87 
0.63 	7.00 
0.14 	2.98 
0.76 	0.64 
0.25 	2.68 
0.99 	1.16 
